BID173602,1
BID171715,1
BID21093,1
BID170164,1
BID110188,1
BID165191,1
BID72985,1
BID132251,1
BID164950,1
BID14560,1
BID159820,1
BID195978,1
BID34186,1
BID33723,1
BID72028,1
BID100664,1
BID11188,1
BID102983,1
BID173728,1
BID76209,1
BID129738,1
BID34615,1
BID44960,1
BID6990,1
BID175896,1
BID27754,1
BID112605,1
BID117758,1
BID73395,1
BID125435,1
BID163363,1
BID143465,1
BID61640,1
BID4277,1
BID67791,1
BID168687,1
BID173493,1
BID106400,1
BID134744,1
BID147529,1
BID168046,1
BID170728,1
BID47758,1
BID105091,1
BID54626,1
BID68377,1
BID129023,1
BID127144,1
BID166385,1
BID155194,1
BID110485,1
BID157713,1
BID133325,1
BID126074,1
BID138731,1
BID150811,1
BID116485,1
BID44489,1
BID8104,1
BID54013,1
BID89736,1
BID159936,1
BID27575,1
BID63803,1
BID100642,1
BID102298,1
BID60541,1
BID92839,1
BID2642,1
BID4117,1
BID100426,1
BID154655,1
BID49223,1
BID22085,1
BID44000,1
BID59714,1
BID27564,1
BID158413,1
BID39345,1
BID197025,1
BID38502,1
BID91030,1
BID142584,1
BID1967,1
BID66797,1
BID7514,1
BID142132,1
BID9840,1
BID3043,1
BID147150,1
BID159673,1
BID45054,1
BID122192,1
BID153299,1
BID108664,1
BID115014,1
BID157587,1
BID7076,1
BID78307,1
BID99330,1
BID70519,1
BID158932,1
BID103127,1
BID108789,1
BID183525,1
BID29794,1
BID35937,1
BID32022,1
BID148314,1
BID149785,1
BID41224,1
BID75522,1
BID25501,1
BID111622,1
BID190477,1
BID13522,1
BID72029,1
BID115248,1
BID127748,1
BID81546,1
BID29704,1
BID4409,1
BID164847,1
BID39238,1
BID168161,1
BID47607,1
BID134697,1
BID193178,1
BID153837,1
BID101896,1
BID94643,1
BID21656,1
BID23345,1
BID109712,1
BID29951,1
BID169645,1
BID143818,1
BID139827,1
BID100531,1
BID167445,1
BID85332,1
BID38779,1
BID105741,1
BID137837,1
BID162171,1
BID105970,1
BID157430,1
BID20845,1
BID136948,1
BID176159,1
BID50189,1
BID197037,1
BID192996,1
BID114474,1
BID155875,1
BID3011,1
BID78327,1
BID12494,1
BID155078,1
BID49699,1
BID73934,1
BID14876,1
BID194620,1
BID133636,1
BID32068,1
BID116904,1
BID56827,1
BID90633,1
BID160782,1
BID25446,1
BID126187,1
BID59919,1
BID146377,1
BID173855,1
BID141373,1
BID93754,1
BID101264,1
BID175497,1
BID56643,1
BID137498,1
BID103511,1
BID187692,1
BID185976,1
BID79699,1
BID183677,1
BID5939,1
BID8804,1
BID7330,1
BID25693,1
BID121209,1
BID58335,1
BID120058,1
BID108108,1
BID158779,1
BID63949,1
BID42112,1
BID140130,1
BID113839,1
BID149233,1
BID142292,1
BID10101,1
BID94125,1
BID9815,1
BID142096,1
BID148003,1
BID5184,1
BID98476,1
BID144945,1
BID140139,1
BID52206,1
BID82491,1
BID56905,1
BID6206,1
BID164585,1
BID116321,1
BID142116,1
BID66503,1
BID46466,1
BID47927,1
BID171995,1
BID108721,1
BID38033,1
BID110282,1
BID199574,1
BID50389,1
BID138357,1
BID84183,1
BID106381,1
BID94783,1
BID185490,1
BID14322,1
BID97627,1
BID96582,1
BID184169,1
BID112125,1
BID72400,1
BID186459,1
BID100306,1
BID67000,1
BID42036,1
BID166776,1
BID18695,1
BID90329,1
BID181549,1
BID55972,1
BID33456,1
BID26626,1
BID49572,1
BID71112,1
BID99575,1
BID37027,1
BID38283,1
BID179001,1
BID195168,1
BID32436,1
BID165542,1
BID82314,1
BID179237,1
BID31063,1
BID60189,1
BID167654,1
BID63454,1
BID158729,1
BID8412,1
BID174336,1
BID42060,1
BID50444,1
BID74299,1
BID48172,1
BID189563,1
BID4708,1
BID67993,1
BID83857,1
BID136275,1
BID148957,1
BID184659,1
BID144585,1
BID146362,1
BID128831,1
BID169498,1
BID51850,1
BID126430,1
BID139844,1
BID106067,1
BID162536,1
BID37511,1
BID83684,1
BID100007,1
BID137828,1
BID153740,1
BID173782,1
BID76659,1
BID7252,1
BID126958,1
BID132706,1
BID51260,1
BID101776,1
BID89906,1
BID147600,1
BID147897,1
BID192731,1
BID73703,1
BID117011,1
BID162359,1
BID50234,1
BID73076,1
BID173854,1
BID192958,1
BID100144,1
BID8656,1
BID191917,1
BID77542,1
BID150951,1
BID31468,1
BID77552,1
BID93359,1
BID41990,1
BID142865,1
BID126988,1
BID82427,1
BID180801,1
BID27472,1
BID35989,1
BID59808,1
